"link";"titulo";"preco";"cidade";"bairro";"cep";"endereco_completo";"lat";"lon"
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-para-mocas-universitarias-264084888";"Quarto individual para moças universitárias";870;"Rio de Janeiro";" Grajaú";20560180;"Rua Marechal Jofre, 20560180, Grajaú, Rio de Janeiro, RJ";-22,9186815263113;-43,2635623678921
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-com-varandao-p-moca-em-botafogo-264081933";"Quarto individual com varandao p moça em Botafogo";1300;"Rio de Janeiro";" Botafogo";22280002;"Rua General Polidoro, 22280002, Botafogo, Rio de Janeiro, RJ";-22,9559723875019;-43,1867994084032
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-para-mocas-ou-rapazes-uerj-uva-cefet-264059805";"Quarto para Moças ou Rapazes Uerj- Uva- Cefet";500;"Rio de Janeiro";" Vila Isabel";20551010;"Rua Justiniano da Rocha, 20551010, Vila Isabel, Rio de Janeiro, RJ";-22,9121668307909;-43,2411746808742
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-com-cama-de-casal-264058090";"Quarto com cama de casal";800;"Niterói";" Ingá";24210110;"Rua São Sebastião, 24210110, Ingá, Niterói, RJ";-22,9004963656827;-43,1219085547019
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/republica-na-gloria-264046132";"República na Glória";500;"Rio de Janeiro";" Glória";22211190;"Rua Goitacazes, 22211190, Glória, Rio de Janeiro, RJ";-22,9170359554479;-43,1745657923298
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/republica-na-gloria-zona-sul-264044236";"República na Glória, Zona Sul";500;"Rio de Janeiro";" Glória";22211190;"Rua Goitacazes, 22211190, Glória, Rio de Janeiro, RJ";-22,91732400581;-43,1737259333497
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-para-mocas-264039043";"Quarto para moças";650;"Rio de Janeiro";" Penha";21020190;"Rua Conde de Agrolongo, 21020190, Penha, Rio de Janeiro, RJ";-22,8334131989504;-43,2769039479933
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vaga-de-quarto-para-mocas-264037142";"Vaga de quarto para moças";650;"Rio de Janeiro";" Penha";21020190;"Rua Conde de Agrolongo, 21020190, Penha, Rio de Janeiro, RJ";-22,8339666524782;-43,2772326091426
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluga-se-casa-r-600-00-264030469";"Aluga se casa / R$ 600,00";600;"Rio de Janeiro";" Freguesia";22750003;"Rua Tirol, 22750003, Freguesia (Jacarepaguá), Rio de Janeiro, RJ";-22,9401189057401;-43,3314060736572
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quitinete-praca-seca-264028584";"Quitinete praça seca";NA;"Rio de Janeiro";" Tanque";22733040;"Estrada Comandante Luiz Souto, 22733040, Tanque, Rio de Janeiro, RJ";-22,9045736263739;-43,3569801930337
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-c-cama-casal-e-ar-condicionado-264022856";"Quarto c/ Cama Casal e Ar Condicionado";1600;"Rio de Janeiro";" Barra da Tijuca";22775040;"Avenida Embaixador Abelardo Bueno, 22775040, Jacarepaguá, Rio de Janeiro, RJ";-22,9728437945342;-43,3810407809967
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/ola-meninas-quarto-individual-tijuca-264012954";"Olá Meninas Quarto Individual ( Tijuca )";700;"Rio de Janeiro";" Tijuca";20530370;"Rua Santa Carolina, 20530370, Tijuca, Rio de Janeiro, RJ";-22,9442510394314;-43,2546321679883
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/gavea-republica-house-263991299";"Gávea República House";450;"Rio de Janeiro";" Gávea";22470070;"Rua Major Rúbens Vaz, 22470070, Gávea, Rio de Janeiro, RJ";-22,9722882890946;-43,2278500447155
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vaga-c-direitos-metro-saens-pena-263977108";"Vaga c/Direitos (Metrô Saens Pena)";330;"Rio de Janeiro";" Tijuca";20511240;"Rua Pinto de Figueiredo, 20511240, Tijuca, Rio de Janeiro, RJ";-22,9250527514316;-43,2354372445564
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-de-quartos-usina-263968120";"Aluguel de quartos Usina";1100;"Rio de Janeiro";" Alto da Boa Vista";20531190;"Rua da Selva, 20531190, Alto da Boa Vista, Rio de Janeiro, RJ";-22,9497071990482;-43,2576914468818
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vaga-em-quarto-compartilhado-no-estacio-800-00-263966011";"Vaga em quarto compartilhado no Estácio - 800,00";800;"Rio de Janeiro";" Estácio";20250070;"Rua Zamenhof, 20250070, Estácio, Rio de Janeiro, RJ";-22,9171064102679;-43,2067948628727
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-compartilhado-263965128";"Quarto compartilhado";600;"Rio de Janeiro";" Copacabana";22040002;"Rua Barata Ribeiro, 22040002, Copacabana, Rio de Janeiro, RJ";-22,9686631946399;-43,185284651035
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/fretes-e-mudancas-263960424";"Fretes e mudanças";1;"Rio de Janeiro";" Botafogo";22250140;"Travessa Acaraí, 22250140, Botafogo, Rio de Janeiro, RJ";-22,9384971443745;-43,1760722548035
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-quartos-com-direitos-263952902";"Alugo quartos com direitos";700;"Niterói";" Centro";24030127;"Rua Luiz Leopoldo Fernandes Pinheiro, 24030127, Centro, Niterói, RJ";-22,8934737319018;-43,1197994042004
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-em-ipanema-proximo-praia-metro-263937661";"Quarto em ipanema próximo praia metrô";1800;"Rio de Janeiro";" Copacabana";22041011;"Rua Santa Clara, 22041011, Copacabana, Rio de Janeiro, RJ";-22,9680351231991;-43,1894930606198
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-em-icarai-263912002";"Quarto em Icaraí";700;"Niterói";" Icaraí";24230002;"Avenida Jornalista Alberto Francisco Torres, 24230002, Icaraí, Niterói, RJ";-22,9064046096958;-43,1132629035245
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-entrada-individual-tijuca-263894930";"Quarto entrada individual.tijuca";550;"Rio de Janeiro";" Tijuca";20521110;"Rua Francisco Graça, 20521110, Tijuca, Rio de Janeiro, RJ";-22,9289954718129;-43,2298337633924
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-para-moca-263886214";"Quarto para moça";670;"Rio de Janeiro";" Anil";22765007;"Avenida Tenente-Coronel Muniz de Aragão, 22765007, Anil, Rio de Janeiro, RJ";-22,9575309119299;-43,3527946471028
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quartos-saia-do-aperto-more-em-casa-263876951";"Quartos saia do aperto, more em casa,";800;"Rio de Janeiro";" Pedra De Guaratiba";23025200;"Rua Soldado Almandio Goering, 23025200, Pedra de Guaratiba, Rio de Janeiro, RJ";-23,0025508202625;-43,6294587668518
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/tijuca-5-minutos-do-metro-da-praca-quarto-com-entrada-individual-263864746";"Tijuca. 5 minutos do metrô da praça quarto com entrada individual";650;"Rio de Janeiro";" Tijuca";20521110;"Rua Francisco Graça, 20521110, Tijuca, Rio de Janeiro, RJ";-22,9295432862838;-43,2288892557034
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-santa-teresa-a-partir-de-r-650-00-263864117";"Quarto individual Santa Teresa a partir de R 650,00";650;"Rio de Janeiro";" Santa Teresa";20241420;"Beco da Lagoinha, 20241420, Santa Teresa, Rio de Janeiro, RJ";-22,937786141312;-43,2063199090436
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/conjugado-em-curicica-jacarepagua-sem-mobilia-263863626";"Conjugado em Curicica (Jacarepaguá) - Sem Mobilia";450;"Rio de Janeiro";" Curicica";22710380;"Rua Herculândia, 22710380, Curicica, Rio de Janeiro, RJ";-22,9477736539743;-43,3871862804226
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/conjugado-em-curicica-jacarepagua-mobiliado-263861432";"Conjugado em Curicica (Jacarepaguá) - Mobiliado";800;"Rio de Janeiro";" Curicica";22710380;"Rua Herculândia, 22710380, Curicica, Rio de Janeiro, RJ";-22,9469075906093;-43,3875646070033
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-uma-casa-263834534";"Alugo uma casa";700;"Rio de Janeiro";" Jardim América";21240410;"Rua Antônio de Albuquerque, 21240410, Jardim América, Rio de Janeiro, RJ";-22,8069291792015;-43,3204066655173
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-263820236";"Casa";700;"Rio de Janeiro";" Jardim América";21240410;"Rua Antônio de Albuquerque, 21240410, Jardim América, Rio de Janeiro, RJ";-22,8074973172012;-43,3218611486203
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-kitnet-263820668";"Aluguel kitnet";NA;"Rio de Janeiro";" Realengo";21735001;"Estrada da Água Branca, 21735001, Realengo, Rio de Janeiro, RJ";-22,868948972043;-43,4364387602737
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-de-quarto-icarai-263809098";"Aluguel de quarto Icarai";900;"Niterói";" Icaraí";24220330;"Rua Presidente João Pessoa, 24220330, Icaraí, Niterói, RJ";-22,903243529827;-43,1020546632705
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-equipado-em-vaga-com-metro-saens-pena-c-todos-os-direitos-263798547";"Quarto Equipado em Vaga - com Metrô Saens Pena, c/Todos os Direitos";330;"Rio de Janeiro";" Tijuca";20511240;"Rua Pinto de Figueiredo, 20511240, Tijuca, Rio de Janeiro, RJ";-22,925494005996;-43,2358645892444
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quartos-compartilhados-para-universitarios-etc-236857766";"Quartos compartilhados para universitarios etc";350;"Rio de Janeiro";" Catumbi";20211295;"Rua Emília Guimarães, 20211295, Catumbi, Rio de Janeiro, RJ";-22,9159066741019;-43,1967858977345
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-263766714";"Aluguel";980;"Rio de Janeiro";" Humaitá";22260240;"Rua Marques, 22260240, Humaitá, Rio de Janeiro, RJ";-22,9554388044698;-43,1973127992611
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quitinete-kitinet-263756209";"Quitinete kitinet";450;"Rio de Janeiro";" Piedade";20740420;"Travessa João Cordeiro, 20740420, Piedade, Rio de Janeiro, RJ";-22,8914530401938;-43,3100954332056
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-casa-263747634";"Alugo casa";1300;"Rio de Janeiro";" Padre Miguel";21775010;"Rua Tocariba, 21775010, Padre Miguel, Rio de Janeiro, RJ";-22,8846189651748;-43,4413850273066
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitinet-na-barreira-do-vasco-263746304";"Kitinet na barreira do vasco";550;"Rio de Janeiro";" São Cristóvão";20920477;"Beco Eunice Rodrigues (Barreira do Vasco), 20920477, Vasco da Gama, Rio de Janeiro, RJ";-22,8917132112299;-43,2268593467183
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-compartilhado-e-mobiliado-na-lapa-pra-rapaz-que-trabalhe-263710696";"Quarto compartilhado e mobiliado na lapa pra rapaz que trabalhe";600;"Rio de Janeiro";" Centro";20231015;"Avenida Gomes Freire, 20231015, Centro, Rio de Janeiro, RJ";-22,9135638008511;-43,1828080585328
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-quarto-vargem-pequena-263698340";"Alugo quarto Vargem Pequena";500;"Rio de Janeiro";" Vargem Pequena";22783395;"Rua Paulo José Mahfud, 22783395, Vargem Pequena, Rio de Janeiro, RJ";-22,9904285709797;-43,4561569116783
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitinete-263646282";"Kitinete";500;"Niterói";" São Domingos";24210205;"Praça Leoni Ramos, 24210205, São Domingos, Niterói, RJ";-22,8999449411827;-43,1308439731879
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quitinete-em-paciencia-263641716";"Quitinete em paciência";330;"Rio de Janeiro";" Paciência";23580104;"Rua Lúcio Cardoso, 23580104, Paciência, Rio de Janeiro, RJ";-22,9143398304639;-43,6330179656553
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto250mesal-mobiliado-no-centro-arco-da-lapa-263625217";"Quarto250mesal mobiliado no centro arco da lapa";250;"Rio de Janeiro";" Rio Comprido";20251070;"Rua Caturama, 20251070, Rio Comprido, Rio de Janeiro, RJ";-22,9269443485298;-43,2006993839934
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quitinete-263613617";"Quitinete";700;"Rio de Janeiro";" Bangu";21820070;"Rua dos Açudes, 21820070, Bangu, Rio de Janeiro, RJ";-22,8809540391555;-43,4684561344029
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-em-copacabana-263609729";"Quarto Individual em Copacabana";1600;"Rio de Janeiro";" Copacabana";22060002;"Avenida Nossa Senhora de Copacabana, 22060002, Copacabana, Rio de Janeiro, RJ";-22,9703089786802;-43,1861232137815
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vaga-263602189";"Vaga";750;"Rio de Janeiro";" Flamengo";22220040;"Rua Dois de Dezembro, 22220040, Flamengo, Rio de Janeiro, RJ";-22,9296529475984;-43,1772673498069
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-quintino-263604244";"Casa quintino";800;"Rio de Janeiro";" Piedade";21381460;"Rua Cardoso Quintão, 21381460, Piedade, Rio de Janeiro, RJ";-22,8741571850872;-43,3079339326505
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluno-um-quarto-do-meu-apt-piscina-e-infraestrutura-prox-ao-metro-de-iraja-263589905";"Aluno um quarto do meu apt . Piscina e Infraestrutura . Prox ao Metrô de Irajá";1200;"Rio de Janeiro";" Irajá";21220330;"Rua Uarici, 21220330, Irajá, Rio de Janeiro, RJ";-22,8477925025817;-43,3173388065639
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-quintino-263587117";"Casa quintino";1100;"Rio de Janeiro";" Piedade";21381460;"Rua Cardoso Quintão, 21381460, Piedade, Rio de Janeiro, RJ";-22,8728246204282;-43,3077485468779
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-em-icarai-263583852";"Quarto em Icaraí";1200;"Niterói";" Icaraí";24230210;"Rua Osvaldo Cruz, 24230210, Icaraí, Niterói, RJ";-22,9099527087385;-43,1092775958211
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vagas-de-quarto-263579695";"Vagas de quarto";NA;"Rio de Janeiro";" Botafogo";22270000;"Rua Voluntários da Pátria, 22270000, Botafogo, Rio de Janeiro, RJ";-22,953744354416;-43,1905494442156
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-para-estudantes-no-meier-263577260";"Quarto para estudantes no Méier";400;"Rio de Janeiro";" Méier";20735160;"Rua Venceslau, 20735160, Méier, Rio de Janeiro, RJ";-22,9025512186681;-43,2839875414131
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-alugar-na-brisa-263576684";"Casa alugar na Brisa";600;"Rio de Janeiro";" Guaratiba";23020030;"Caminho Boqueirão, 23020030, Guaratiba, Rio de Janeiro, RJ";-22,9947526435062;-43,5966947703017
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alguem-para-dividir-apto-236854221";"Alguém para dividir apto";NA;"Rio de Janeiro";" Botafogo";22290040;"Rua General Severiano, 22290040, Botafogo, Rio de Janeiro, RJ";-22,9526455901423;-43,1778633581655
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quartos-na-lapa-263552514";"Quartos na Lapa";900;"Rio de Janeiro";" Centro";20021180;"Rua da Lapa, 20021180, Centro, Rio de Janeiro, RJ";-22,9165539021101;-43,1773732848013
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-quarto-de-casal-263549294";"Excelente quarto de casal";900;"Niterói";" Icaraí";24220045;"Rua Presidente Backer, 24220045, Icaraí, Niterói, RJ";-22,9021392582435;-43,108686262953
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-263504195";"Aluguel";700;"Rio de Janeiro";" Santa Cruz";23575275;"Estrada dos Palmares, 23575275, Santa Cruz, Rio de Janeiro, RJ";-22,8796072649034;-43,6587319632767
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/procurando-casa-pra-alugar-263481699";"Procurando casa pra alugar.";NA;"Rio de Janeiro";" Sepetiba";23540053;"Rua Nossa Senhora da Glória, 23540053, Sepetiba, Rio de Janeiro, RJ";-22,9737997945195;-43,6988096267524
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quartos-e-vagas-263458586";"Quartos e Vagas";350;"Rio de Janeiro";" Jacarepaguá";22780250;"Rua do Chalé, 22780250, Jacarepaguá, Rio de Janeiro, RJ";-22,9674990814997;-43,4150916258459
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-mobiliado-e-amplo-263433953";"Quarto Mobiliado e Amplo";400;"Niterói";" São Lourenço";24060049;"Travessa Vereador Américo Vaz, 24060049, São Lourenço, Niterói, RJ";-22,8867839595846;-43,1082762097822
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/suite-individual-900-00-263397140";"Suíte individual 900,00";900;"Rio de Janeiro";" Glória";22211230;"Rua Santo Amaro, 22211230, Glória, Rio de Janeiro, RJ";-22,922248092806;-43,1807737687069
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluga-se-263360397";"Aluga-se";1150;"Rio de Janeiro";" Del Castilho";21051220;"Rua Turiuva, 21051220, Del Castilho, Rio de Janeiro, RJ";-22,8785753397026;-43,2684973166474
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/procurando-casa-pra-alugar-263341039";"Procurando casa pra alugar";450;"Rio de Janeiro";" Penha Circular";21215240;"Rua Ibicuí, 21215240, Penha Circular, Rio de Janeiro, RJ";-22,8369710623364;-43,2985276597334
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugase-em-santa-cruz-263337432";"Alugase em santa cruz";NA;"Rio de Janeiro";" Santa Cruz";23575020;"Rua Melgaço, 23575020, Santa Cruz, Rio de Janeiro, RJ";-22,9064194565952;-43,6837655458099
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugase-em-santa-cruz-263337053";"Alugase em santa cruz";350;"Rio de Janeiro";" Santa Cruz";23575020;"Rua Melgaço, 23575020, Santa Cruz, Rio de Janeiro, RJ";-22,9072795008532;-43,6824699978965
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-para-mulher-263328927";"Quarto individual para mulher";1100;"Rio de Janeiro";" Copacabana";22020002;"Avenida Nossa Senhora de Copacabana, 22020002, Copacabana, Rio de Janeiro, RJ";-22,970642127885;-43,1865208686405
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-com-direitos-iguais-e-receber-visitas-263323492";"Quarto Individual com direitos iguais e receber visitas";1100;"Rio de Janeiro";" Andaraí";20541110;"Rua Silva Teles, 20541110, Andaraí, Rio de Janeiro, RJ";-22,922250975599;-43,2447521978121
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/saens-pena-metro-shooping-tijuca-tenho-quarto-dividido-a-250m-263291774";"Saens Pena (Metrô Shooping Tijuca), Tenho Quarto Dividido, a 250m";330;"Rio de Janeiro";" Tijuca";20511240;"Rua Pinto de Figueiredo, 20511240, Tijuca, Rio de Janeiro, RJ";-22,9246087539111;-43,2368743308048
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/vaga-e-quarto-rio-centro-projac-263274164";"Vaga e quarto Rio Centro / Projac";750;"Rio de Janeiro";" Vargem Grande";22785160;"Estrada Pacui, 22785160, Vargem Grande, Rio de Janeiro, RJ";-22,9713954509671;-43,4946085958126
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-em-laranjeiras-263269502";"Quarto em Laranjeiras";700;"Rio de Janeiro";" Laranjeiras";22241020;"Rua Alice, 22241020, Laranjeiras, Rio de Janeiro, RJ";-22,9356094737222;-43,1945743148838
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quitinete-em-piedade-em-otima-localizacao-263250888";"Quitinete em piedade em ótima localização";550;"Rio de Janeiro";" Lins De Vasconcelos";20710360;"Rua Vinte de Março, 20710360, Lins de Vasconcelos, Rio de Janeiro, RJ";-22,9082283059618;-43,279226904971
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-mobiliado-individual-com-banheiro-263229475";"Quarto mobiliado individual com banheiro";700;"Niterói";" Icaraí";24230062;"Rua Coronel Moreira Cesar, 24230062, Icaraí, Niterói, RJ";-22,9076191211128;-43,1104852171529
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-para-mocas-universitarias-263227913";"Quarto individual para moças universitárias";950;"Niterói";" Icaraí";24230062;"Rua Coronel Moreira Cesar, 24230062, Icaraí, Niterói, RJ";-22,9067401548603;-43,110117865479
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitnet-263225887";"Kitnet";650;"Rio de Janeiro";" Sepetiba";23547450;"Rua Quarenta e Oito (Cj Nova Sepetiba), 23547450, Sepetiba, Rio de Janeiro, RJ";-22,9674737830286;-43,7059541472136
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-vaga-quarto-compartilhado-grajau-263203648";"Alugo vaga quarto compartilhado grajau";600;"Rio de Janeiro";" Engenho Novo";20715005;"Rua Barão do Bom Retiro, 20715005, Engenho Novo, Rio de Janeiro, RJ";-22,9140235060276;-43,265666683271
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/republica-mobiliada-em-ramos-para-estudantes-263190980";"Republica mobiliada em Ramos para estudantes";400;"Rio de Janeiro";" Ramos";21032020;"Rua Sargento Pinto de Oliveira, 21032020, Ramos, Rio de Janeiro, RJ";-22,8548361467435;-43,2574821377348
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-para-uma-pessoa-263182925";"Quarto para uma pessoa";850;"Rio de Janeiro";" Copacabana";22060030;"Rua Aires Saldanha, 22060030, Copacabana, Rio de Janeiro, RJ";-22,9784279856364;-43,1895916844037
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-para-uma-pessoa-em-copacabana-263179364";"Quarto para uma pessoa em Copacabana";1100;"Rio de Janeiro";" Copacabana";22060030;"Rua Aires Saldanha, 22060030, Copacabana, Rio de Janeiro, RJ";-22,9780165084465;-43,1904911628802
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/otima-suite-no-cantagalo-copacabana-263163997";"Otima Suite no Cantagalo - Copacabana";600;"Rio de Janeiro";" Copacabana";22071060;"Rua Saint Roman, 22071060, Copacabana, Rio de Janeiro, RJ";-22,9806596380447;-43,1933469010311
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-mobiliado-para-mocas-na-tijuca-263128432";"Quarto individual mobiliado para moças na tijuca";900;"Rio de Janeiro";" Maracanã";20271021;"Rua Ibituruna, 20271021, Maracanã, Rio de Janeiro, RJ";-22,9135163925477;-43,2210501468116
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitinete-ou-quarto-263124782";"Kitinete ou quarto";350;"Rio de Janeiro";" Padre Miguel";21775210;"Rua Murundu, 21775210, Padre Miguel, Rio de Janeiro, RJ";-22,8842044424932;-43,4475214913875
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quitinetes-e-quartos-na-ilha-do-fundao-rj-234956651";"Quitinetes e quartos na Ilha do Fundão- RJ";300;"Rio de Janeiro";" Cidade Universitária";21941798;"Rua dos Cravos, 21941798, Cidade Universitária, Rio de Janeiro, RJ";-22,8690119317559;-43,2196118433589
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitinete-ou-guarto-263115992";"Kitinete ou guarto";350;"Rio de Janeiro";" Padre Miguel";21775210;"Rua Murundu, 21775210, Padre Miguel, Rio de Janeiro, RJ";-22,885299920858;-43,4486556278374
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/timo-quarto-263112476";"Òtimo quarto";700;"Rio de Janeiro";" Andaraí";20541110;"Rua Silva Teles, 20541110, Andaraí, Rio de Janeiro, RJ";-22,9214956160294;-43,2444169541325
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-privativo-mobiliado-conta-inclusa-casal-ou-solteiro-263108607";"Quarto Privativo Mobiliado + conta inclusa (casal ou solteiro)";800;"Rio de Janeiro";" Rio Comprido";20261170;"Rua Paula Frassinetti, 20261170, Rio Comprido, Rio de Janeiro, RJ";-22,9267418027985;-43,2117736612544
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-kit-net-263108503";"Alugo Kit Net";550;"Rio de Janeiro";" Jacarepaguá";22745015;"Estrada Santa Inês, 22745015, Jacarepaguá, Rio de Janeiro, RJ";-22,9295213429611;-43,3215261999696
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/otimas-quitinetes-na-curicica-proximo-ao-projak-263105317";"Otimas quitinetes na Curicica próximo ao projak";NA;"Rio de Janeiro";" Curicica";22780805;"Rua João Bruno Lobo, 22780805, Curicica, Rio de Janeiro, RJ";-22,953677875465;-43,3834390177348
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-copacabana-263104115";"Quarto Copacabana";1700;"Rio de Janeiro";" Copacabana";22041080;"Rua Anita Garibaldi, 22041080, Copacabana, Rio de Janeiro, RJ";-22,9691879567314;-43,1880549280812
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-mob-c-ar-refrig-p-rapaz-ou-senhor-263084113";"Quarto mob. c/ar refrig. p/rapaz ou senhor";750;"Rio de Janeiro";" Engenho De Dentro";20730010;"Rua Gustavo Riedel, 20730010, Engenho de Dentro, Rio de Janeiro, RJ";-22,8980000730205;-43,2997692267083
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-quarto-mobiliado-263075794";"Excelente quarto mobiliado";900;"Niterói";" Icaraí";24220045;"Rua Presidente Backer, 24220045, Icaraí, Niterói, RJ";-22,9019406608104;-43,1085603603115
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/quarto-individual-para-mocas-262969479";"Quarto individual para Moças";950;"Rio de Janeiro";" Flamengo";22210080;"Rua Paissandu, 22210080, Flamengo, Rio de Janeiro, RJ";-22,9347971668801;-43,1796650952135
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/ilha-do-governador-750-263045604";"Ilha do Governador 750";750;"Rio de Janeiro";" Portuguesa";21932490;"Rua Marcelo de Ipanema, 21932490, Portuguesa, Rio de Janeiro, RJ";-22,8028843033419;-43,2118757027556
